Data Uji;Prediksi;Label True;Proba Positif;Proba Negatif;;
jual ikan termurah masyarakat pedagang ramah;Positif;Positif;0.9987723231315613;0.0012264474062249064;;
selfi foto preweding pantainya indah bersih aksesnya mudah lupa siapin uang akses pantai siung;Positif;Positif;0.9875372052192688;0.012013375759124756;;
cocok ngecamp menantang banyak warung warung berjejer dekat pantai jarak kota butuh jam perjalanan;Positif;Positif;0.9948471784591675;0.005424421280622482;;
privat beach pantai bersih nyaman sejuk kamar mandi jajan sampahny recomended deh;Positif;Positif;0.9999192953109741;8,62E+10;;
cocok penikmat lautan berenang bermain pasir foto;Positif;Positif;0.8999367952346802;0.09672089666128159;;
renang anak ombaknya dimuaranya airnya jernih;Positif;Positif;0.9990411400794983;0.0009495780104771256;;
warung area pantai menyediakan makanan berat biaya parkir ribu rupiah retribusi pantai ribu rupiah perorang;Positif;Positif;0.7840843796730042;0.1972266286611557;;
panta krakal familiar namanya pantai indah lokasi parkir luas pantai krakal bersebelahan pantai slili tepatnya sebelah barat pantai slili;Positif;Positif;0.99981290102005;0.0001831869303714484;;
pantainya lumayan bagus bagusnya view lautnya menikmati view laut snorkeling peralatan snorkeling sewa persewaan rp biaya mengabadikan momen dibawah laut bantu fotografer pemandu;Positif;Positif;0.9998970031738281;0.00010893460421357304;;
dipantai banyak pasir air laut hati hati musim ubur ubur beracun aneh pasir jngan pegang;Negatif;Negatif;0.005862525664269924;0.9938449859619141;;
bagus pantai pasir putih agak ramai;Positif;Positif;0.998802900314331;0.001227299333550036;;
salah terbaik menyaksikan sunset;Positif;Positif;0.9275236129760742;0.06661254912614822;;
bagus;Positif;Positif;0.9654080271720886;0.03265291452407837;;
pantai indah pemandangan indah jaraknya jauh pantainya indah;Positif;Positif;0.9998052716255188;0.00020772339485120028;;
pasir putih bagus kemarau gini air laut surut;Positif;Positif;0.999890923500061;0.00011875342897837982;;
pantainya indah pasir putihnya bersih;Positif;Positif;0.9960492253303528;0.0037424839101731777;;
best wisata alam mempesona takjub indahan hasil ciptaan tuhan yme;Positif;Positif;0.9995878338813782;0.00040250958409160376;;
pantai pelelangan ikannya banyak warung seafood pinggir pantai;Positif;Positif;0.9998076558113098;0.00023334778961725533;;
bagus pemandangannya bersih keren untung berwisata;Positif;Positif;0.9999550580978394;4,41E+11;;
pantainya bersih udaranya sejuk sekedar menikmati pantai retribusi ribu parkirnya kendaraan roda;Positif;Positif;0.9995443224906921;0.0004657575045712292;;
dibiarkan;Negatif;Negatif;0.28120157122612;0.7192981243133545;;
beda foto tempatnya berderet pantai;Negatif;Negatif;0.11748713999986649;0.8885809779167175;;
tempatnya teduh cocok bawa anak kesini main sepuasnya kolam renang didekat parkiran;Positif;Positif;0.9995146989822388;0.00047115125926211476;;
pantai terkenal anak mahasiswa pecinta alam pemandangan bagus pantai memiliki spot bagus memanjat climbing warung menyediakan makanan murah pemandangan atas tebing cantik sebelah kanan pantai tersembunyi spot foto bagus agak berbahanya anjurkan air pasang waktu tempuh butuhkan mencapai kurang jam babarsari tinggal;Negatif;Negatif;0.023675022646784782;0.9761152863502502;;
indah wisatawan kebersihan dijaga kelak anak cucu menikmati indahnya;Positif;Positif;0.9988036155700684;0.0012368990574032068;;
main pantai beli ikan makan bawa pulang lelang ikan pasar ikan tepi pantai banyak warung lesehan menyediakan ikan hasil laut halal mantap pagi nelayan berlayar mencari ikan rekreasi kelurga cocok ngadakan acara keluarga reunian kantor organisasi ayo kesini;Positif;Positif;0.9998334646224976;0.0001767737849149853;;
bagus ngilangin penat spot mancing well banget tangan jail sampah sampah dibuang sembarangan mkan warung harga biar dorr harga lumayan nyekek;Negatif;Negatif;0.01745757646858692;0.9799081683158875;;
ombak lumayan aman mandi spot foto recomended;Positif;Positif;0.9996389150619507;0.00037148917908780277;;
ombak dilarang berenang main air;Negatif;Negatif;0.15405918657779694;0.8309279084205627;;
pantai bagus bersih akses kesini lumayan jauh sesuai ekspektasi;Positif;Positif;0.9997089505195618;0.0003076934954151511;;
pantai indah bersih parkir deket pantai;Positif;Positif;0.9999089241027832;9,26E+10;;
pantainya bagus banget akses mobil susah mobil tenang jalan sempit pas mobil;Negatif;Negatif;0.13503074645996094;0.8619691729545593;;
jauh banget si pantainya;Negatif;Negatif;0.044444307684898376;0.9523641467094421;;
akses pantai sulit ditemput berjalan kaki sejauh km bayar ojek idr jalan dilokasi diperangah keindahannya;Negatif;Negatif;0.012107877992093563;0.9884898066520691;;
wisata membangun base ngecamp;Positif;Positif;0.9995762705802917;0.0004155888454988599;;
bersih banget gue suka huhu â¤ï¸â¤ï¸ wajib kesana pakai kendaraan pribadi jalannya agak sulit huhu keindahannya terbayarkan bagus;Positif;Positif;0.9808339476585388;0.021773654967546463;;
cocok tujuan rombongan touring motor makanannya murah ikannya segar;Positif;Positif;0.9998570680618286;0.00013838769518770278;;
pantai memiliki bibir pantai karang hitam ombak berselancar rekomendasi siang sore pemandangan karang hitam dipinggir pantai hamparan rumput laut;Positif;Positif;0.9922727346420288;0.008175980299711227;;
lumayan bersih sampah laut akses mudah ngecamp oke;Positif;Positif;0.9828937649726868;0.01703813672065735;;
tempatnya luaas banyak jajanan harga tiket parkir terjangkau pasirnya hitam sampah agak berserakan kurang pembuangan sampah bagus sunset ombak kuat karakteristik pantai selatan not recommended for swimming bro;Negatif;Negatif;0.0018740739906206727;0.998199462890625;;
pantainya luas bersih cocok keluarga instagramble dibagian karangnya aksesnya mudah tiket murah ribu tiket parkir ribu permobil sewa tikar payung ribu seluas makanan disana murah;Positif;Positif;0.9999895095825195;1,14E+11;;
enak santai mancing lain-lain sepi pengunjung;Positif;Positif;0.9940681457519531;0.005743805784732103;;
pantai baru keren bagus foto foto disampingnya banyak jual seafood enak enak harga pas kantong anginnya kenceng banget ðÿ˜‚ðÿ˜‚;Positif;Positif;0.9998399019241333;0.00016509472334291786;;
pantainya bersih sepi bagus pagi ðÿ ‘ ;Positif;Positif;0.9987186193466187;0.0012017934350296855;;
mempesona sekedar cuci hilangkan lelah libur akhir pekan;Positif;Positif;0.9979997277259827;0.0018559483578428626;;
cocok ngecamp fasilitas memadai;Positif;Positif;0.9967269897460938;0.0029460659716278315;;
pantai nyaman indah liburan keluarga fasilitas lengkap warung kamar mandi masjid main kano berenang lain-lain pantai aman anakâ² hati hati kadang ubur ubur menyengat khawatir tim sar disana siaga mantap;Positif;Positif;0.9999599456787109;4,42E+11;;
jalannya susah muat keliatan ramai bagus spot foto;Negatif;Negatif;0.11518696695566177;0.8597446084022522;;
salah destinasi wisata wajib jogja cocok sunset ramai pengunjung banyak jajanan cemilan seafood kolam renang anak anak main air area jajanan;Positif;Positif;0.99725741147995;0.002513037296012044;;
bagus bermain air banyak rendah bermain;Positif;Positif;0.9994103908538818;0.0006659272476099432;;
pantainya cantik jarang banget nemu pantai rumput hijau hijaunya gini sayang aksesnya agak susah kukup ombak tinggi ohya kamar mandi darurat masjid wudhunya kesana weekend dijamin ramai wwk;Negatif;Negatif;0.002083567436784506;0.9979314804077148;;
pantai bagus airnya biru pasirnya hitam sewa perahu berkeliling disekitar mushollah didekatnya kadang jualana ikan udang cumi segar ðÿ˜;Positif;Positif;0.9999295473098755;7,20E+10;;
dihati parangtritis;Positif;Positif;0.917803168296814;0.07759115099906921;;
sepi enak agak kotor;Negatif;Negatif;0.008938520215451717;0.9909802079200745;;
kesini kesini banget;Positif;Positif;0.995559811592102;0.004093392286449671;;
lumayan suka main pasir mandangin langit biru rasain belaian hembusan ombak;Positif;Positif;0.9993721842765808;0.0005951701896265149;;
bagus pantai berkategori sepi banyak pengunjung cocok banget menenangkan pikiran menjauh riuk pikuk ramainya kota;Positif;Positif;0.9995631575584412;0.00045236089499667287;;
pantainya bagus sayang retribusinya uangnyaa aneh pantai biayanya pantai pantai jugaa petunjuk arah pantai gesingnya dicopot ditaruh disebelah jembatan arah utara pantai gesing lurus akhirnya belok teras kaca notabene person dinass tolong diperhatikan atas perhatiannya ucapkan terimakasih;Negatif;Negatif;0.010425419546663761;0.9887456297874451;;
penikmat sunset ni rekomendasikan pemandangannya bagus tersedia pohon buah naga petik good pokoknya ðÿ˜ƒ;Positif;Positif;0.9999547004699707;4,86E+10;;
agak tersembunyi pantai ramai nyaman;Positif;Positif;0.7563270926475525;0.22585159540176392;;
salah pantai idola gunung kidul areanya sempit karang pantai berpasir lembut ombak pengunjung area tinggi jalan kaki pemandangan bagus sayang banyak limbah plastik makanan pengunjung pasir penjual makanan banyak berantakan baik area parkir memadai;Negatif;Negatif;0.009288899600505829;0.9896257519721985;;
suasana pantai asri sejuk pasir putihnya snorkelingnya;Positif;Positif;0.9988481998443604;0.001164308749139309;;
tempatnya nyaman wisata tujuan penikmat hiburan pemanjing pasiran pemancing pingiran;Positif;Positif;0.9990962743759155;0.0008334863814525306;;
pantainya bagus bersih ombaknya berenang pantai ðÿ–ï¸ðÿ–ï¸ðÿ–ï¸ðÿ–ï¸ jalan aspal hati hati pengguna sepeda motor tempatnya banyak pohon lumayan adem panas 😄😄😄😄 pantai salah objek wisata pantai daerah jawa warna air lautnya susah nikmati pantai warnanya toska airnya jernih mantap pantainya diwilayah banyak titik titik pantai dikunjungi berdekatan mampir 😆😆😆😆👍👍;Positif;Positif;0.9622765183448792;0.0388430580496788;;
senja indah;Positif;Positif;0.9996366500854492;0.00037238822551444173;;
pantai indah banget bersih nyaman banget liburan keluarga;Positif;Positif;0.9998717308044434;0.00013451528502628207;;
sayang snorkling waktu musim ubur menikmati ombak temen kesana dicek manajemen pantai nglambor snorkeling overall orangnya ramah lokasinya indah;Positif;Positif;0.9995761513710022;0.0004511884762905538;;
pantai ngrumput bagus cocok ngecamp teman keluarga pasir putih foodstall puncak sosrok xixiixi;Positif;Positif;0.9999454021453857;5,59E+11;;
tempatnya cocok anak pesisirnya berbatu ombaknya bahaya anak anak cari ikan tempatnya instagramable bersebelahan pantai kukup dekat parkir pantai kukup pantai mbuluk pantai mbuluk jalan agak sempit pantai parkiran ramai parkir dekat toilet kamar mandi pantai parkiran pantai ngrawenya melewati tangga lelah enak refreshing;Positif;Positif;0.9996929168701172;0.0003212812007404864;;
setau pantai ditempuh motor jalan kaki menit jalan raya terdekat tkp disuguhi keindahan ciptaannyaðÿ™ðÿ˜‡;Negatif;Positif;0.2123345583677292;0.7877935171127319;;
pemandangan pantai indah disayangkan berenang patung ikan berukuran puncak bukit kondisi penuh coretan tangan tangan jahil pengguna kendaraan motor mengendarai motornya atas bukit dilarang pengelola membahayakan pengemudi motor pengunjung berjalan kaki berdasarkan informasi penduduk lokal pemandangan matahari terbenam musim hujan;Positif;Positif;0.9983341097831726;0.0017911028116941452;;
warung makan mbok waji pesan makanan minuman harga lumayan murah nasi goreng nasi telur aneka kopi pesan kayu bakar ngecamp sholat berteduh hujan disediakan toilet tarif terjangkau area pantai cocok bermain bola voli pantai luas himpit tebing kesan suasana baru wisata pantai;Positif;Positif;0.9952266216278076;0.005945317447185516;;
pantai greweng berbeda pantai menyukai tantangan keindahan alam pantai dijadikan salah pilihan pantai greweng berlokasi pendowo jepitu girisobo gunung kidul pantai terapit bukit berkunjung risau penitipan kendaraan parkir lumayan luas tracking akses pantai kendaraan bermotor keseruannya harus berjalan kaki mendaki bukit waktu tempuh normal menit usahakan pantai terang malam penerangan jalan lokasi kurang hujan turun jalanan licin harus ekstra hati hati pantai pengunjung tunda air laut hamparan pasir pantai terbagi pesisir dipisahkan aliran sungai bermuara pantai akhir pekan libur banyak pemuda bermalam mendirikan tenda jalur pantai;Negatif;Negatif;0.24633918702602386;0.7722169160842896;;
jaga kebersihan deh;Positif;Positif;0.9584498405456543;0.039451561868190765;;
kurang banyak spot selfi menarik wisatawan;Negatif;Negatif;0.025221046060323715;0.971137523651123;;
pantai mempesona kawasan desa purodadi kecamatan tepus gunungkidul kompleks denganpantai timang pantai jogan jalan aspal mulus pinggir pantai pemandangan bagus;Positif;Positif;0.9996067881584167;0.00041151625919155777;;
sepi bersih sunset rekomen ngecamp pastinya bayar parkir only jajannya;Positif;Positif;0.9994850158691406;0.0005465045687742531;;
pantai terbilang baru viewnya wawwwwðÿ˜ cocok suka selfi;Positif;Positif;0.9971761703491211;0.0030493640806525946;;
pantainya sepi lapangan rumput cocok ngecamp jalan pantai berbatu trekking menit jalan kaki parkiran;Negatif;Negatif;0.24185793101787567;0.7588288187980652;;
pantai eksotis pemandangan indah akses lokasi mudah banyak spot foto indah pokoknya recommend deh wisatawan mengunjungi daerah wonosari;Positif;Positif;0.999930739402771;7,44E+10;;
pantai aman anak anak ombaknya pendek anak anak bermain pasir pasirnya hitam banyak perahu perahu nelayan;Positif;Positif;0.9954778552055359;0.004872847814112902;;
salah pantai deretan pantai pantai selatan gunung kidul garis pantainya kaya pantai kuta pemandangan laut tebing banyak jualan makanan minuman toilet mushollah tersedia ramai bus parkir area pantai;Positif;Positif;0.9979210495948792;0.0021901640575379133;;
keren banget ni pantai;Positif;Positif;0.9998680353164673;0.00015632408030796796;;
tempatnya sepi serasa pantai pribadiðÿ˜ „ jalan berbahaya cadas ditutup tanah pasirnya putih bersih ngecamp penjual makanan area parkiran disana menjual kayu bakar landasan api unggun mushollah toilet kamar mandi parkir luas biaya area pantai ribu biaya parkir pantai ribu total bayar ribu;Negatif;Negatif;0.0418393537402153;0.9571826457977295;;
pantainya bagus menawarkan sejuta panorama;Positif;Positif;0.9631026983261108;0.03340454772114754;;
ramai banget siang ramai ombaknya nelayan berlayar dibantuin pengunjung salut deh;Positif;Positif;0.9998089671134949;0.0002005791466217488;;
liburan jogja sayang banget kelewatan berkunjung pantai wediombo pantai pasirnya putih tempatnya bersih uang suka berselancar banget ni pas airnya pasang menyediakan sewa perlengkapan suka snorkeling airnya surut pemandangan karangnya tu indah banget dijamin menyesal deh main pantai wediombo diambil bahasa jawa ‘ wedi ’ ‘ pasir ’ ‘ ombo ’ ‘ luas ’ diartikan wediombo hamparan pasir luas namanya pantai memiliki lokasi luas dibanding pantai kawasan pantai terletak kawasan jepitu girisubo gunungkidul pantai ujung pantai harus menempuh jam perjalanan pusat kota jogja jalur darat;Positif;Positif;0.9996432065963745;0.00038046459667384624;;
keren refreshing ramai banget minggu pagi;Positif;Positif;0.9987747073173523;0.0012031781952828169;;
kabupaten gunungkidul yogyakarta surganya pantai tersembunyi pantai nglolang traveler sih duka berlibur pantai pantainya sepi suasana alam asli perawan mencari pantai tersembunyi traveler mengarahkan destinasi kabupaten gunungkidul yogyakarta pantai tersembunyi gunungkidul pantai nglolang pantai nglolang terletak desa kemadang kecamatan tanjungsari tepatnya sebelah barat pantai pantai nglolang terbilang jarang dikunjungi wisatawan warga yogyakarta;Positif;Positif;0.9933601021766663;0.006678720936179161;;
sepi jelek pantainya;Negatif;Negatif;0.004470172803848982;0.9951615929603577;;
sepi aneh main air;Negatif;Negatif;0.004549343138933182;0.9952582716941833;;
pantainya banyak pohon cemaranya abrasi banyak ilang;Negatif;Negatif;0.006414221134036779;0.9933497309684753;;
masya allah pantai indah banget sejuk damai kece melaju berkunjung banyak pantai rekomended dehh pokok yahuutt habis lupa bawa topi pantai kacamata hitam foto hehehe milenial lupa bawa uang banyak pasar ikan wuuu;Positif;Positif;0.9998917579650879;0.00011679265298880637;;
pantai dermaga belanja ikan segar;Positif;Positif;0.9974915981292725;0.0024053461384028196;;
mantap pantai pribadi ngecamp habiskan waktu disana keganggu banyaknya pengunjung;Positif;Positif;0.9991104006767273;0.0008998081320896745;;
pantai ombak landai airnya bening enak santai keluarga kurang penataan pemerintah lokal sarana prasarana terkesan kotor semrawut lokasi;Negatif;Negatif;0.031738489866256714;0.9688401222229004;;
pantai indah pasir putih air jernih cocok berwisata keluarga tersayang permainan air kano merogok kocek rp merasakan bermain kano ber loh;Positif;Positif;0.9999105930328369;9,82E+10;;
lumayan sepi rumah makan dah sepi abrasi;Negatif;Negatif;0.008698978461325169;0.9904516935348511;;
jernih airnya siang air surut cari kepompong cocok anak;Positif;Positif;0.9993696808815002;0.0006358993705362082;;
aksesnya mudah mushollahnya snorkeling sewa alatnya giudenya lupa bayar warung makan toiletnya;Positif;Positif;0.9994962215423584;0.0005196180427446961;;
kecewa pantainya berbahaya anak anak akses jauh lokasinya aneh wisata perluasan pantai memuaskan;Negatif;Negatif;0.015532903373241425;0.9849997758865356;;
pembinaan pedagang jasa skitar pantai meningkatkan pelayanan keramahan harga lain-lain;Negatif;Negatif;0.16433441638946533;0.8189814686775208;;
tempatnya bagus fasilitas minim emang tempatnya hutan memuaskan;Negatif;Negatif;0.24868839979171753;0.74709552526474;;
pantai adalan wisata keluarga ombak agak tinggi tpbuntuk bermain pantai pasirnya lembut anginnya kencang wahana atv terjangkau jalur track asik pantai ramai;Positif;Positif;0.9996342658996582;0.0003319431561976671;;
recomendded niat liburan pantai berenang menikmati pesisiran pantai bermain pasir dermaga nelayan lokal;Negatif;Negatif;0.02747109904885292;0.9737875461578369;;
pantainya minggu ramai snorkeling mandi;Positif;Positif;0.9960764050483704;0.0038479813374578953;;
pantainya bagus asik main pasir pas kesana ramai akses jalan motor mobil fasilitas umum warung lumayan komplit;Positif;Positif;0.999758780002594;0.0002591014199424535;;
it wonderful pantai menyenangkan akhirnya pantai perjalanan jauh kota macet plus menyebalkan haha bayar ribu parkir turun pantai oiya haus ngecamp khawatir warung area ngecamp disediakan;Positif;Positif;0.9943417310714722;0.006328442133963108;;
private beach cocok ngecamp waktu menit trekking parkiran motor;Positif;Positif;0.9980278611183167;0.0019232367631047964;;
alami tolong kitajaga kebersihan keindahan alam ðÿ˜š;Positif;Positif;0.9350072145462036;0.06185465678572655;;
pantai oke asik ngecamp butuh perjuangan pantai jalannya bebatuan kasar;Negatif;Negatif;0.49551814794540405;0.523220956325531;;
bersih pantainya semoga pasirnya bersih cocok suka foto;Positif;Positif;0.9963733553886414;0.0035897407215088606;;
pantai bersih terawat akses jalan baik berdekatan pantai kukup cocok menikmati sunset;Positif;Positif;0.9931519031524658;0.0063467565923929214;;
pantai cocok santai pas refresh otak penginapan menginap nyewain tenda ngecamp bawa pasirnya enak main udaranya segerrr bau amis recomended deh ðÿ ‘ ðÿ ‘ ;Positif;Positif;0.9999067783355713;9,97E+10;;
tempatnya bagus banget sunset sunrise kehalang batu minusnya toiletnya bayar fasilitasnya jelek;Negatif;Negatif;0.09689151495695114;0.9105799794197083;;
akses lumayan agak terjal sepenuhnya kelola pantai bagus mengecewakanðÿ ‘ ;Negatif;Negatif;0.027311677113175392;0.9742329120635986;;
pantai watu lawang salah destinasi wisata daerah istimewah yogyakarta pantai terbilang indah bersih sepi dikunjungi wisatawan pantai watu lawang memiliki area ngecamp atas perbukitan pesisir pantai air laut turun ehehe pantainya asik berenang melawan ombak bebatuannya banyak cocoknya air laut berburu sunset pantai watu lawang salah kunjungi sunsetnya indah rugi harga karcis masuknya rb parkir motor mobil samping warung warung jajanan melayani;Positif;Positif;0.999884843826294;0.00011984505545115098;;
pantainya banyak sampahnya dekat pertemuan sungai lautan banyak aktifitas nelayan;Negatif;Negatif;0.1836336851119995;0.8286149501800537;;
pesona pantai berpasir putih banyak ditemukan kerang laut karang menikmati keindahan pantai jarak jauh bukit menikmati keindahan pantai siung toilet bilas memadai penjual masakan disekitar pantai mushollah area parkir luasðÿ ‘ ðÿ˜;Positif;Positif;0.9557074904441833;0.05195720121264458;;
banyak pantai cantik bermunculan permukaan pantai terkenal memiliki keindahan indahnya pantai siung pantai terkenal yogyakarta terkenal mancanegara pantai siung pantai indah rekomendaskan kunjungi keluarga teman teman aksesnya mudah;Positif;Positif;0.9999608993530273;4,16E+10;;
pantai sejuk pagi;Positif;Positif;0.9882687330245972;0.011273995041847229;;
kotor;Negatif;Negatif;0.004854028113186359;0.9948700666427612;;
kotor;Negatif;Negatif;0.004854028113186359;0.9948700666427612;;
the beautiful beach ðÿ˜ðÿ ’ ž jalannya jelek bebatuan ðÿ˜£ðÿ˜ž;Negatif;Negatif;0.04174094647169113;0.9556413292884827;;
viewnya bagus banget cuman jalannya kurang mulus ngecamp malem listrik gelap keren;Positif;Positif;0.9967324733734131;0.0032758552115410566;;
sepi;Negatif;Negatif;0.11778846383094788;0.8679298758506775;;
sempet jalan desa parah banget kaya gapernah dilewati waktu ngikutin jalan dikasih google ngikutin googlemaps banyak jalan;Negatif;Negatif;0.0021517619024962187;0.9979726672172546;;
bagus abrasi masit;Negatif;Negatif;0.05981309711933136;0.9403334856033325;;
pantai lumayan indah suasana pedesaan udara sejuk pohon kelapa perjalanan lokasi;Positif;Positif;0.9998877048492432;0.00011816311598522589;;
ombaknya banget sepi penginjung banyak rubuh kayaknya diterpa ombak ðÿ˜¥;Negatif;Negatif;0.00950002484023571;0.9905029535293579;;
pantainya asri banyak pohon cemara siang panas anginnya sejuk;Positif;Positif;0.9997692704200745;0.0002370394504396245;;
beautiful beach sanglen sebelahnya pantai watu kodok pengalaman tidakenak pas area sanglen cabang watu kodok sanglen kemana sanglen ditariklah parkir turun sanglen parkiran doble bayar parkir bayarnya sih risih sharing mawon;Negatif;Negatif;0.0009878578130155802;0.9990814924240112;;
ramai banyak meninggalkan sampah;Negatif;Negatif;0.04385484382510185;0.9563401341438293;;
menginap tenda keren tempatnyaa ðÿ ‘ ðÿ ‘ ;Positif;Positif;0.9997928738594055;0.00021290176664479077;;
tempatnya nyaman sejuk laut ketinggian tebing;Positif;Positif;0.9989625215530396;0.0010472782887518406;;
makanan jual warung enak enak terjangkau;Positif;Positif;0.9979357719421387;0.0019892475102096796;;
alami cocok suka snorkeling;Positif;Positif;0.9998623132705688;0.00014284397184383124;;
akses jalan mulus malem lampu jalan pantainya khas ala gunung kidul pasir putih tebing bebatuan pohon lagunanya renang santai aman pinggir pantai jual makanan aneka minuman favorit es kelapa muda mie goreng telur pantai berkesan bareng komunitas dalamnya disuka tahun orangnya menjauh;Positif;Positif;0.9554364681243896;0.04682464152574539;;
sepi menenangkan suka banget;Negatif;Positif;0.42132237553596497;0.5453541874885559;;
asik snorkelingnya bareng bns recomended ðÿ ‘  ramah fotonya keren;Positif;Positif;0.9997280240058899;0.00028820362058468163;;
mantap pantainya;Positif;Positif;0.97353595495224;0.023536505177617073;;
indah banget segar cerah pasirnya putih ombaknya bersahabat ðÿ˜ðÿ¥°;Positif;Positif;0.9998747110366821;0.00013186520664021373;;
mantul seafood jos;Positif;Positif;0.999976396560669;2,52E+11;;
suka trekking agak jauh parkir komposisi karang unik banget cocok banget ngecamp sayangnya harus dihadapkan biaya pungli menguras kantong perorang parkir motor mobil agak diluar kewajaran;Negatif;Negatif;0.22399142384529114;0.7684378623962402;;
pantainya indah asri;Positif;Positif;0.9999450445175171;5,76E+10;;
pantai landai cocok membawa anak anak pasirnya putih bersih;Positif;Positif;0.9993719458580017;0.0006098101148381829;;
jalan keluarga recommanded nih;Positif;Positif;0.999886155128479;0.00012042332673445344;;
bersih toilet bersih banget rumputnya dilarang diinjak konsepnya bagus warung tertata rapi bersih sampah;Positif;Positif;0.9959924817085266;0.004162979312241077;;
pantai ngrawe pantai baru gunungkidul jogja pantai patut kunjungi liburan memiliki keunikan tersendiri pantai tahap lanjutan pengembangan banyak pengunjung pantai ngrawe cantik penambahan spot taman lengkap duduk pepohonan palm tertata rapi yah mendukung wisatawan aktifitas khsususnya selfi hehehe bilang pantai pantai ter rapi deretan pantai gunungkidul;Positif;Positif;0.9991958737373352;0.000684926810208708;;
pantai cantik daerah selatan jawa pasirnya halus warna airnya jernih;Positif;Positif;0.9999877214431763;1,36E+07;;
pantai indah banget tau pantai bersih banget sih pasir putih agak kasar gitu kayak pasir putih lampung lampung akses pantai bagus dilewati mobil waktu harus kesini;Positif;Positif;0.996740996837616;0.0035149636678397655;;
ramai pas weekend pantainya keren;Positif;Positif;0.996694803237915;0.0032930464949458838;;
banyak sampah mari jaga kelestarian kebersihan laut meminimalkan penggunaan single use plastic membuang sampah tempatnya;Negatif;Negatif;0.005632545333355665;0.9943009614944458;;
bagus nyaman anak bermain;Positif;Positif;0.9991651773452759;0.0007948857382871211;;
pasar ikan segar segala seafood;Positif;Positif;0.999950647354126;5,36E+10;;
tempatnya asri wisatawan menurutku tenpat terindah sunset â˜€ï¸;Positif;Positif;0.9994732737541199;0.0004920045612379909;;
pemandangan pantainya lumayan bagus penjual makanan pantai khawatir membawa bekal recommended suasana berbeda hati hati ombaknya meninggi kesini;Positif;Positif;0.999330997467041;0.0006961888866499066;;
indah banget;Positif;Positif;0.9982143640518188;0.0016121062217280269;;
mantap indah;Positif;Positif;0.9997660517692566;0.00023454739130102098;;
senang pantai bersantai menikmati kuliner pantai depok;Positif;Positif;0.9996299743652344;0.0003686794370878488;;
drini sebelah timur aman anak batita main air penyewaan tikar payung rb kano kuliner khas seafood harga membeli saran jauh pantai makan nasi goreng mie instan baiknya order seafood harga sensasi kualitasnya beli kota kualitas air sarana keamanan fasilitas mandi air tawar menunjang beli ikan segar ikan digoreng lihai menawar memilah ikan berkualitas;Positif;Positif;0.9993000030517578;0.0007016061572358012;;
tersedia sewa kano;Positif;Positif;0.6269406676292419;0.3507111370563507;;
salah wisata pantai selatan teduh;Positif;Positif;0.9958914518356323;0.004146761726588011;;
pantai nan jauh dimata kesini menghadapi struggle jalan rusak berbatu pakai jeep highly recommended view pantai biru deburan ombak putihnya so lovely kesini mobil pribadi akses jalannya sempit rusak gitu jeep penyewaannya jeep kemarin pas pergi muat harga its okay lu pergi ojek si timang pantai banyak spot foto berbayar maklum emang sengaja dibangun foto wahana harus dicoba jembatan gantung gondola mengaksesnya harus bayar jembatan rb gondola rb wni lu bawa turis wna kesini beda harganya xixi gondola uniknya ditarik pakai manual pakai tenaga manusia kadang menit rehab kemarin gue gondola gue worth it so addicted digondola duduk diem pulau seberangnya seberangnya pulau menang keren pulau seberang gondola jembatan beda mampir gaboleh foto biar bukti lu kunjungin banyak spot foto bertebaran dimana dimana free pendamping gitu handal ambil foto kurangnya pantai gue berenang gaboleh ombak hanyut bahaya oiya last thing from timang lupa makan lobster lobsternya murah enyak;Negatif;Negatif;0.004098768811672926;0.9956081509590149;;
pantai ngandong terletak kawasan pantai sarangan pantai sadranan pantai sebelah timur pantai cocok liburan menenangkan cocok snorkeling pantai sadranan waktu pagi sore failitas lengkap parkir tersedia sepeda motor mobil bus pariwisata pantai agak kurang cocok menyalurkan hobi fotografi nurazmiab;Positif;Positif;0.9956384301185608;0.004257276654243469;;
rindu harus dituruti beraninya membayang pagi tebing bebatuan kasar cadas lelap dibawah bintang selamat menikmati liburan pantai wohkudu kawan;Positif;Positif;0.9988318085670471;0.001086157513782382;;
indah bersih pengembangan terkait pengelolaan fasilitas tingkatkan;Positif;Positif;0.999207079410553;0.0007303766324184835;;
waktu milihnya pas banget menikmati suasananya sepuasnya menikmati suasana pantainya nuansa jalan kaki lokasinya cerita unik pokoknya;Positif;Positif;0.9040210843086243;0.09177230298519135;;
amazing place menyesal sewa jeep rb nyebrang jembatan rb nyebrang pakai gondola rb suka pakai jembatanya greget wkwkwk tukang foto seikhlasnya kasih pulange mampir makan lobster stengah kilo dah kenyang skitar rb bawa uang cash diatur;Positif;Positif;0.9993928670883179;0.0006413424271158874;;
indah cocok keluarga anak tua;Positif;Positif;0.9995906949043274;0.0004110036534257233;;
banyak ogah arahin kesana parkir jalan usa parkir an pantainya sebnernya bagus banget pemandangannya sayang banyak jualan semrawut;Negatif;Negatif;0.0013134892797097564;0.998783528804779;;
pantainya berpasir putih snorkeling main kano susah berenang banyak karang;Positif;Positif;0.9689299464225769;0.032808490097522736;;
beli ikan pasar ikan masaknya langganan jakarta mudik kesini masaknya enak kurang;Positif;Positif;0.8223097324371338;0.18461701273918152;;
